name,full_page_wiki_url,image_url,image_filename,description
Bacomon,https://wikimon.net/Bacomon,https://wikimon.net/File:Bacomon.jpg,Bacomon.jpg,"a digimon who hides its entire body within cardboard boxes. its personality is timid to the point that it prefers to confine itself indoors, but being covered in cardboard bestows it a sense of security that allows it to walk about outdoors uninhibited. anyone who tries to peek at the insides of the cardboard boxes will end up getting packed into and trapped within one of the boxes. it is not fond of battling as the cardboard covering it is very soft. its special moves are flinging the packing tape it holds in its hand, encircling and wrapping the opponent to stop them in their tracks (gum roll), before wrapping the battle up by packing them into a cardboard box and hurling them away (transdelivery).a winning entry in the digimon xros wars original digimon contest.   video games"
Bagramon,https://wikimon.net/Bagramon,https://wikimon.net/File:Bagramon.jpg,Bagramon.jpg,"although it was originally a high-ranking angel digimon that ruled over death, it despaired against the unreasonable justice of the world and rebelled against god. it then received the scourge of god and eternally lost one of its eyes and half of its body, and has since replaced that half with an artificial body cut from a sacred ash tree. its long, artificial right arm can catch hold of ghostly forms, and rip the soul out of a living digimon's body. the extracted soul can be sent to heaven or hell as bagramon pleases, and can even be placed in another digimon's body, a signature move of bagramon's named ""astral snatcher"". the large ruby that it replaced its lost eye which conceals its ""invisible snake-eyes"", a power that allows it to observe anywhere within the digital world, and with this ability, bagramon is able to instantly obtain any information it wants to know. due to these, bagramon is known across the digital world as the ""sage of death"". although bagramon's sins will be forgiven if it repented before god, bagramon will not go back to submission under god. this is because bagramon still seeks to replace the ""unreasonable justice of the world"" that god constructed, and its goal in life is to banish god from the world with its ""new justice"".  digimon life  misc"
Baihumon,https://wikimon.net/Baihumon,https://wikimon.net/File:Baihumon2.jpg,Baihumon2.jpg,"one of the four holy beasts who protect the digital world, it guards the west and possesses the attribute of steel. reigning since the age of myth, it is a legendary being like the other four holy beast digimon, and its strength is said to equal that of a god. also, although it is the youngest of the four holy beast digimon, its power is the greatest among the four. its immortality and tremendous power are brought forth through its twelve digicores. baihumon is a neutral being just like qinglongmon, and it isn't someone who will generally become an ally. its special move is a wave emitted from its mouth which converts the opponent completely into metal (kongou). the victim of this technique is unable to move while their body rusts, but they are unable to die until they have completely rusted away.  digimon life virtual pets"
Bakemon,https://wikimon.net/Bakemon,https://wikimon.net/File:Bakemon.jpg,Bakemon.jpg,"a ghost digimon completely covered by a cloth over its head. as it is a wicked being born from darkness, it is said that computers possessed by bakemon instantly have their systems destroyed. everything within the cloth is wrapped in mystery, and it is rumored that a portion of the shadow of its true form has become a black hole. it dislikes direct attacks because its fighting strength isn't great. its special move ""hell's hand"" pulls the captured enemy all the way to hell. also, its ""death charm"", which casts a powerful spell, seems to bring annihilation in a matter of seconds unless they are the possessor of a tenacious spirit.  virtual pets  video games"
Bakumon,https://wikimon.net/Bakumon,https://wikimon.net/File:Bakumon.jpg,Bakumon.jpg,"a digimon which has the appearance of the baku, said to be a dream-eating mythical beast. it is thought that it is a digimon that was generated from a medical computer for detecting brain waves, and it seems that it uses the data from humans in rem sleep as nourishment. in recent studies, it has been proven that it has the power to purge particularly bad nightmares and malignant computer viruses. also, since it has the ability to change the captured nightmares and viruses back to normal, it is considered a holy digimon. there is surely some kind of connection between that sacred, unique ability, and the ""holy ring"" which it wears on its foreleg. its special move is releasing its captured nightmares all at once, drowning the opponent in terror (nightmare syndrome). this is the same technique as that of the perfect digimon, digitamamon, but its connection to bakumon is a mystery.  virtual pets"
Ballistamon,https://wikimon.net/Ballistamon,https://wikimon.net/File:Ballistamon.jpg,Ballistamon.jpg,"a heavyweight digimon that possesses bulky metallic armor and overwhelming power. it appears warlike at first glance, but because of its gentle personality, preferring harmony to conflict, it will never attack first. however, if it gets into a fight, it becomes a powerful and matchless fighter that swings its stout arms and wipes out the opponent.with its heavy armor and great power, its potential for both offense and defense is great, and it specializes in one-hit knockout attacks that capitalize on its power, which is such that any of its strikes that manage to connect will leave a huge dent. however, its overly heavy body can be its ruin, not to mention its lack of nimbleness, so it has difficulty fighting fast-moving opponents.its ""heavy speaker"", which emits a low tone from the speaker in its belly and shatters the opponent, conceals the power to smash rocks and shake mountains, and the level of that power rises when it gets hungry. also, the horn on its head, which is indispensable in close-combat, is ballistamon's pride, and it hates for it to be carelessly touched. its ""horn breaker"", in which it heroically uses this horn to fling the opponent, is ballistamon's signature move.also, ballistamon is able to lend its heavy armor and power to another digimon by changing into its ""enhanced-armor mode"".  digimon life"
Baluchimon,https://wikimon.net/Baluchimon,https://wikimon.net/File:Baluchimon.jpg,Baluchimon.jpg,"a holy beast digimon confirmed to exist in herds in ruins unearthed from beneath folder continent. it turns outs that the ruins were once used as a fortress for angel-species digimon, and it is presumed that the baluchimon were the ones that protected the fortress. although it has a calm and quiet personality, it also has a ferocious side that mercilessly attacks the enemy.it is highly intelligent, and once it immediately discerns the hostility of an intruder, it constricts their body with psychokinetic chains (psychic chain), and drives them away. it is said that it displays illusions to those who get lost in the ruins unknowingly with the clouds that it spews out (cloud vision), and leads them out of the ruins while they are in a dream-like state.  misc"
Bancho_Golemon,https://wikimon.net/Bancho_Golemon,https://wikimon.net/File:Banchogolemon.jpg,Banchogolemon.jpg,"one of the ban-tyo, this mineral digimon differs from regular emotionless golemon in that it acts out of its own will. its figure stands tall and imposing, unconcerned with its surroundings; its harsh treatment extends to everyone, and it will not show even the slightest sign of leniency. it puts even itself under harsh training by stationing itself in the fiercely inhospitable depths of infinity mountain.it is a mysterious digimon that, although will hardly ever lend a hand to strangers in need of help, will show up even out of nowhere in order to save a comrade with whom it has exchanged blows. with its overwhelming power, it can turn the tables on a disadvantageous situation in one sweep and claim victory.its special moves are gripping the enemy in its right hand and hammer-throwing them into the distance (tenbagaeshi), reflecting the beam fired from the kanshakudama in its abdomen off of falling stones, resulting in an attack with a large area of effect (kanshaku dust), and impaling the enemy with the gigantic excavator on its left hand, which is capable of pulverising even chrome digizoid (yobori claw drill).  video gamescurrent original"
Bancho_Leomon,https://wikimon.net/Bancho_Leomon,https://wikimon.net/File:Bancholeomon.jpg,Bancholeomon.jpg,"a beast man digimon which lives faithful only to the ""justice"" in which it trusts. it is said that only digimon who continue to emerge victorious in battles with fierce champions, without their spirit being ""broken"", are able to acquire the title of ""bancho"", and only five digimon which possess this title have been confirmed in the recorded history of the digital world. as it is a boss that only serves its own ""justice"", if something becomes an obstacle to that ""justice"", it will see them as ""evil"" even if they are a being like the royal knights or the three archangels, and they will become an enemy that it has to eliminate. the ""gaku-ran"" worn over its shoulders is endowed with a defensive function that negates 89.9% of the opponent's physical strikes. its special moves are unleashing its ""shishiraouzan"" from its prided tanto, ""otokodama"", and releasing a fist packed with fighting spirit honed to its utmost limit (flash bancho punch).  digimon life virtual pets  video games"
Bancho_Lilimon,https://wikimon.net/Bancho_Lilimon,https://wikimon.net/File:Bancholilimon.jpg,Bancholilimon.jpg,"a fairy digimon that wears a deep crimson tokko-fuku. the showy petals it had when it was a lilimon have been dyed a dark color, and the pretty impression it used to make is long gone.in the digital world where the weak are food for the strong, it has the conviction to fight for the weak, and has saved many that have been assaulted by evil digimon. its tokko-fuku, which it donned when it acquired the title of ""bancho"", is said to be proof of it enforcing that conviction.it has many special moves where it uses its yo-yos as weapons; there is ""absolute territory"", which tears the enemy to pieces as well as the space around them, ""nightmare assemble"", which pierces the enemy and absorbs them, and ""twin petal"", where it unleashes a flashkick with its gorgeous legs.  video games"
Bancho_Mamemon,https://wikimon.net/Bancho_Mamemon,https://wikimon.net/File:Banchomamemon.jpg,Banchomamemon.jpg,"one of the digimon that have acquired the title of ""bancho"", it fights strongly in spite of its small stature, and has a personality that sports a chivalrous spirit and deeply overflowing emotions. as it tries to rebel against the rules of the digital world, it lives an independent life. it similarly extends a hand to those digimon who feel ill at ease with and isolated from the world, and from living together they have formed a group called the ""mame-mon rengo"". however, continuing to betray the rules of the world is not an easy task for them, and although bancho mamemon has had to fight those digimon who aim to usurp it as leader under the pretense of a rebirth of the group several times over, the collective power of the mame-mon rengo have made those usurpers withdraw. it is thought that it acquired the title of ban-tyo from being able to avoid enemies without losing its own family as well in all kinds of predicaments. as with bancho leomon, it wears a gaku-ran that negates the impact of physical attacks, and this defensive effect is often used to protect its companions. its special moves are using its favourite clubs ougon batto, to beat enemies to a pulp (golden rush), and hammering out its brotherly black hickeys from the ougon batto (senbon dokkan). moreover, it has a technique called ""bukkomi otokodama"", wherein it extends the prison chains sported on its entire body as it charges towards the enemy.   video games"
Bancho_Stingmon,https://wikimon.net/Bancho_Stingmon,https://wikimon.net/File:Banchostingmon.jpg,Banchostingmon.jpg,"an insect digimon that is full of pride and lives by constantly overpowering those around it.it prioritizes its own pride out of everything else, and its high-ranking pride is said to be first-rate among all of the digimon. if someone says or does something that damages its pride even the slightest bit, it will never forgive them, regardless of who the opponent is. it is said that it acquired the title of ""bancho"" through its uncompromising pride. its symbolic gakuran was minutely sewn with the shells of various insects, giving it a very firm structure.its special moves are skewering the enemy with the drills on both of its arms (bloody finish), releasing kiraichu that self-destruct on enemies (bakuraiten), and shattering the enemy's face with a headbutt (redbutt).  video games"
Bao_Hackmon,https://wikimon.net/Bao_Hackmon,https://wikimon.net/File:Baohuckmon.jpg,Baohuckmon.jpg,"hackmon underwent bouts of harsh training, honing its unparalleled battle instincts, and attained this form as it grew together with its spirit, technique, and physical strength. it continues its training as it aims for greater heights, amassing combat experience by battling strong foes and evolving into a skilled warrior the more it battles. as it matures, its aspiration of becoming a royal knight grows ever stronger, and it believes that what it is destined to achieve is determined not by what others tell it, but by deciding based on its own observations and inferences. its special moves have all been powered up, and consist of slashing with its claws (fif cross), as well as rotating the blade on its tail about its axis and stabbing with it (teen blade); the move burn flame that it is capable of using for counterattacking has also risen in power remarkably. furthermore, it is also able to bisect the enemy using the razor-sharp blades that protrude from its hind limbs (dragless-spiker).  video games"
Barbamon,https://wikimon.net/Barbamon,https://wikimon.net/File:Barbamon2.jpg,Barbamon2.jpg,"as a demon lord digimon which has the appearance of a long-bearded old man, it is one of the ""seven great demon lords"". it resides within the heart of the dark area, the den of demons, and manipulates fallen angel digimon to run the whole gamut of evil. it is obsessed with all of the treasure which exists within the network, so out of avarice, and regardless of the means, it has a cruel personality with a greed that would kill digimon just for a piece of treasure. it is the foremost and most cunning schemer of the seven great demon lords, and can easily manipulate the ultimate deathmon in addition to fallen angel digimon. its special moves are using its demonic staff ""death lure"" to tempt digimon into an inescapable living hell, converting them to wickedness, and unleashing all of the dark area's evil energies at once as an ultra-high-temperature explosion that burns up everything without a trace (pandemonium lost). in addition, even belial vamdemon's special move ""pandemonium flame"" only releases a small fraction of these energies.  digimon life virtual pets"
Barbamon_(X-Antibody),https://wikimon.net/Barbamon_(X-Antibody),https://wikimon.net/File:Barbamonx.jpg,Barbamonx.jpg,"as a demon lord digimon which has the appearance of a long-bearded old man, it is one of the ""seven great demon lords"". it resides within the heart of the dark area, the den of demons, and manipulates fallen angel digimon to run the whole gamut of evil. it is obsessed with all of the treasure which exists within the network, so out of avarice, and regardless of the means, it has a cruel personality with a greed that would kill digimon just for a piece of treasure. it is the foremost and most cunning schemer of the seven great demon lords, and can easily manipulate the ultimate deathmon in addition to fallen angel digimon. its special moves are using its demonic staff ""death lure"" to tempt digimon into an inescapable living hell, converting them to wickedness, and unleashing all of the dark area's evil energies at once as an ultra-high-temperature explosion that burns up everything without a trace (pandemonium lost). in addition, even belial vamdemon's special move ""pandemonium flame"" only releases a small fraction of these energies.the effect on barbamon's digicore due to the x-antibodyit has fused its demonic staff death lure with its right arm to link directly to its demonic power, and can now control more cunning techniques. its special move is transforming the enemy's digicore that it scoops out with its right hand into a jewel using the crown of greed (seventh jewelrize). the jewels shine more the stronger a digimon is, so it assesses whether they are worth fighting. the radiance of the crown of greed manifesting from its right hand is proof of its strength, and is its cherished collection.  misc"
Baromon,https://wikimon.net/Baromon,https://wikimon.net/File:Baromon.jpg,Baromon.jpg,"an armor-level demon man digimon that evolved through the power of the ""digimental of courage"". it is also a guardian deity that protects the ruins (database) of a temple in a forgotten jungle. it is said that baromon is a survivor of the old generation of digimon, and has several abilities of a lost technology not found in current digimon. the third eye on its brow is one of them, and it is said that this eye allows it to see into the future, and it is told that it was able to survive even during the collapse of the ancient digital world. its special move is manipulating the spirits of the cosmos, causing a group of meteorites to rain down on the enemy (meteor dance). the downside is that it takes time to synchronize with the spirits of the cosmos, but once invoked, it is said that 10 terabytes of data surrounding the target is annihilated.  digimon life virtual pets"
Bastemon,https://wikimon.net/Bastemon,https://wikimon.net/File:Bastemon.jpg,Bastemon.jpg,"a beast man digimon that is called the ""goddess of cats"". it loves to be showy and has a sly personality, and its specialty is using its charmingly sparkling eyes and the jewels worn all over its body to bewitch the opponent, allowing it to manipulate them as it desires. generally, if one becomes the victim of bastemon's glamour, they are completely eviscerated. although it excels in nimbleness with its flexible movements, it is also powerful despite its appearance, and the claws on its hands are sharp enough to cut even a rock to pieces. it is said to be at loggerheads with nefertimon, who is an avatar of light. its special moves are beguiling the opponent with the bewitching charms of its belly dance (helter skelter), and getting close to the opponent while dancing, then sucking out all the blood in their body, down to the last drop (vampire dance).   video games"
Bearmon,https://wikimon.net/Bearmon,https://wikimon.net/File:Bearmon2.jpg,Bearmon2.jpg,"a beast digimon with the appearance of a bear-cub, whose trademark is its baseball cap which is worn backwards. although it is a little timid at first, it immediately becomes bosom buddies with other digimon. however, once it begins to battle, with the uncommon physical strength and will-power it possesses--to continue battling no matter what kind of attack it suffers--it becomes a very reliable being. the ability for close combat hidden within its body is very strong, to the point that it bound its fists in leather belts so that its special punches wouldn't hurt itself. its special move is driving a punch into the opponent's chest with all its strength (koguma seikendzuki).   video games"
Beel_Starmon,https://wikimon.net/Beel_Starmon,https://wikimon.net/File:Beelstarmon.jpg,Beelstarmon.jpg,"a digimon that splendidly manipulates twin pistols, and is also called the ""beelzebumon lady"" due to its appearance. its cherished twin pistols, the ""rizoma de loto"", are like little sisters to the ""berenjena"" possessed by beelzebumon. it opens up to everybody without hesitation, and in particular, it is close friends with many gun-wielding digimon, and has been given the nickname ""beelko"" by magna kidmon and the like. however, it is at loggerheads with the solitary beelzebumon, so although it recognizes its competence, it keeps a slight distance. it is dressed in a jet-black leather suit, and it wears a muffler that is able to transform according to use such as for offense and defense or wings. its special move is homing in on the enemy's vitals with the ""fly bullet"" fired from the rizoma de loto. furthermore, it can also stab and tear through enemies with the knives stocked on the rizoma de loto (double claw), and wildly fire the guns hidden in the heels of its boots with a keen senpukyaku (hurricane screw shot).  video games"
Beelzebumon,https://wikimon.net/Beelzebumon,https://wikimon.net/File:Beelzebumon2.jpg,Beelzebumon2.jpg,"a demon lord digimon that, while possessing the power to preside over the many devil digimon, continues to live and act independently. as one of the ""seven great demon lords"", it is said that it could stand at the peak of the dark army, ""nightmare soldiers"", if it cared to, although it is also said that there exists a demon lord digimon which surpasses even beelzebumon. it rides the gigantic motorcycle-type machine, ""behemoth"", and wields its cherished shotguns, the ""berenjena"". although its personality is cruel and merciless, it is also exceedingly prideful, so it would never attack the weak. its signature move is raising its sharp claws overhead and then cutting the opponent to pieces (darkness claw). its special move is rapid-firing its twin shotguns (double impact).  virtual pets"
Beelzebumon_(X-Antibody),https://wikimon.net/Beelzebumon_(X-Antibody),https://wikimon.net/File:Beelzebumonx2.jpg,Beelzebumonx2.jpg,"a demon lord digimon that, while possessing the power to preside over the many devil digimon, continues to live and act independently. as one of the ""seven great demon lords"", it is said that it could stand at the peak of the dark army, ""nightmare soldiers"", if it cared to, although it is also said that there exists a demon lord digimon which surpasses even beelzebumon. it rides the gigantic motorcycle-type machine, ""behemoth"", and wields its cherished shotguns, the ""berenjena"". although its personality is cruel and merciless, it is also exceedingly prideful, so it would never attack the weak. its signature move is raising its sharp claws overhead and then cutting the opponent to pieces (darkness claw). its special move is rapid-firing its twin shotguns (double impact).the effect on beelzebumon's digicore due to the x-antibodyas a result of beelzebumon's data being overwritten by the x-antibody, it was granted the ability to summon ""el evangelio"", crimson flames of the underworld (dark area) capable of changing their form at will. el evangelio are sentient flames that are used to impose judgment upon and offer salvation to the souls of the sinners that fall into the dark area. being a demon lord type, beelzebumon would have been completely eradicated by the flames under normal circumstances, including its digicore. however, having assimilated the x-antibody into its body, beelzebumon has become able to suppress the will of el evangelio and control them as if they were its own power, without being burnt by them. its ""gluttony flare"", in which it shoots el evangelio from its berenjena as magic bullets, incinerates data without leaving a trace, as if the flames themselves swallowed the enemy whole. furthermore, it acquired its ""seventh full cluster"", where it condenses the power of gluttony flare into the crown of gluttony and fires it as a single shot.  digimon life current original"
Belial_Vamdemon,https://wikimon.net/Belial_Vamdemon,https://wikimon.net/File:Belialvamdemon2.jpg,Belialvamdemon2.jpg,"a demon lord digimon said to be vamdemon's final form. unlike venom vamdemon, which lost its intelligence by seeking too much power and was like a beast, it succeeded in surpassing venom vamdemon by harmonizing its intelligence alongside all of its other aspects. it possesses an inhumanly cruel personality, and is willing to do anything to achieve its own desires. the living artillery on both its left and right shoulders, ""sodom"" and ""gomorrah"" respectively, leech off of it. its special move is an extremely high-temperature beam that it fires from its shoulders, sodom and gomorrah (pandemonium flame).  digimon life"
Belphemon_(X-Antibody),https://wikimon.net/Belphemon_(X-Antibody),https://wikimon.net/File:Belphemonx.jpg,Belphemonx.jpg,"it is said that belphemon awakens from its eternal slumber once in a thousand years, and regains its natural shape. when belphemon awakens from its slumber it changes into an incarnation of rage, and anything that enters its field of vision becomes a target for destruction. it is said that just by suffering belphemon: rage mode's roar, perfect digimon and below will have their data disintegrated and die instantly, and not even ultimate digimon can escape unharmed. its special moves are black flames cast from the chains coiled around its body (lampranthus), and a slash attack which is unleashed from its claws, clad in the flames of hell (gift of darkness). in addition, the data of digimon consigned to oblivion by the digimon crowned as the seven great demon lords is not reincarnated, but is sent to the center of the dark area, and becomes the flesh and blood of the demon lords.the effect on belphemon's digicore due to the x-antibodyits destructive impulses have intensified and instincts have sharpened; it will utterly and completely crush those it seeks to destroy. it will first aim for and brutally pulverise the digimon acting as the beacon of hope for the opposing army, crushing the hopeful hearts of the entire enemy faction. it then continues pounding on the opposing army, which has lost its will to fight, until it is satisfied and has laid waste to the army. its special move is causing its crown of sloth to overflow with power, and firing a crimson energy wave from its claws at maximum output (seventh penetrate).  misc"
BEMmon,https://wikimon.net/BEMmon,https://wikimon.net/File:Bemmon.jpg,Bemmon.jpg,"an artificial digimon that was created experimentally by someone. programmed only with the command codes for ""eating and getting stronger"", once it defeats an enemy, it uses its ""fusionize"" to turn them into its flesh and blood.its special move is piercing the enemy with its sharp claws (messer claw)."
Beowolfmon,https://wikimon.net/Beowolfmon,https://wikimon.net/File:Beowolfmon.jpg,Beowolfmon.jpg,"a digimon that possesses power over light that has transcended legend by inheriting all the might of one of the legendary warrior ten and acquiring unknown abilities. it is a strong-armed warrior that possesses both the wildness of a beast and the intelligence of a human, and can easily swing down its double-bladed greatsword ""trinitat"" with one hand. in battle, it coolly sizes up the situation and fights without getting heated up, but it believes in the way of the warrior, of fighting for its comrades and challenging strong opponents. it has the ""roland 2""[n 1] missile pod on its left hand for use in long-range combat, and specializes in both long-range and short-range combat. its special moves are a powerful combination of heavy fire that assaults the opponent with several homing missiles fired from the roland 2, then brings them down with its main armament (licht angriff), and swinging the greatsword trinitat at subluminal speed from overhead, instantly cutting the opponent to pieces (zweihander).  digimon life"
Betamon,https://wikimon.net/Betamon,https://wikimon.net/File:Betamon.jpg,Betamon.jpg,"a quadrupedal amphibian digimon. although betamon has a gentle, docile personality, once it is angered, it emits its ""dengeki biririn"" from its body, generating more than 1 mv of electricity to strike the opponent.  digimon life virtual pets"
Betamon_(X-Antibody),https://wikimon.net/Betamon_(X-Antibody),https://wikimon.net/File:Betamonx3.jpg,Betamonx3.jpg,"an amphibian digimon that walks on four legs. its personality is gentle, but although it is a docile digimon, once betamon is angered it emits its ""dengeki biririn"" from its body, generating more than 1 mv of electric current to strike the opponent.the effect on betamon's digicore due to the x-antibodyas a digimon used for enjoyment by some enthusiasts due to its emerald green body color and gentle personality, it continues to be overhunted, and although it is endangered, it is gradually becoming experienced at fighting as a lifeform that evolves into a fine aquatic digimon. both the claws on its feet and its crest have grown, and it now performs attacks against approaching enemies. its ""dengeki biririn"" has also powered up; once its anger reaches its peak, it emits its ""dengeki biririn 185v"", which measures up to 1.85 mv.  video games"
Betel_Gammamon‎,https://wikimon.net/Betel_Gammamon‎,https://wikimon.net/File:Betelgammamon.jpg,Betelgammamon.jpg,"a form in which gammamon grew up, and its body turned red due to the flames of its blazing heart. its agility has increased, and its power and speed in close combat have risen even more. the power of its attacks doubles as the excitement of its emotions swells.its special moves are ""sorblow"", in which it punches the enemy with the flames it amasses in its hands, and ""sorshot"", in which it hurls the flames in its hands, albeit less powerful.   video games"
Betsumon,https://wikimon.net/Betsumon,https://wikimon.net/File:Betsumon3.jpg,Betsumon3.jpg,"an eccentric digimon that impersonates all sorts of digimon in order to confuse the enemy. while it is a puppet digimon, similarly to etemon and monzaemon, it is a rare type capable of disguising itself as various types of digimon by changing the digimon suit (?) it wears. its special moves are ""tsukkomi punch"", which despite only having the power of a straight man's interjections has the ability to mentally drain the opponent, and ""cold gag"", an attack which utilises its dubious gaze and cryptic gags to stop opponents in their tracks, as if they have been frozen."
Bibimon,https://wikimon.net/Bibimon,https://wikimon.net/File:Bibimon.jpg,Bibimon.jpg,"a lesser digimon that evolved from dokimon. it lacks composure, and is always moving around mischievously. however, because it is not used to dealing with four legs yet, it very often loses its balance in the middle of running and rolls over. when it comes to battle, it uses its ""minimal flash"", a static electricity-laced tackle, to fight bravely against the enemy, even though it is a baby."
Big_Mamemon,https://wikimon.net/Big_Mamemon,https://wikimon.net/File:Bigmamemon.jpg,Bigmamemon.jpg,"a mutation digimon which exists as the boss of mamemon, which hold the alias of ""smiley bomber"". as a matter of fact, it's suggested that it is an aggregation of mamemon. since normal mamemon are the same size as child digimon, they possess a degree of power that couldn't even be imagined from their appearance, but as its name suggests, big mamemon is dozens or even hundreds of times the size of a mamemon. however, the reason why a ""mamemon"" is this size is still unclear. its personality is extremely gentle, and it hates conflict and battle. it is always playing with its mamemon followers. its special move is using its mamemon followers themselves as weapons (big smiley bomber). it's rumored that after using this technique, its size gets smaller.  virtual pets  video games"
Bio_Coatlmon,https://wikimon.net/Bio_Coatlmon,https://wikimon.net/File:Biocoatlmon.gif,Biocoatlmon.gif,"a bio digimon modified by kurata. when merging with a human, both its strength and speed increase compared to what it was before being remodeled.toei animation | digimon savers  misctoei digimon analyzer digimon data file"
Bio_Darkdramon,https://wikimon.net/Bio_Darkdramon,https://wikimon.net/File:Biodarkdramon_recolor.jpg,Biodarkdramon_recolor.jpg,"bio darkdramona bio-hybrid type formed from the fusion of a human and a digimon. its special move is dark roar. it pulverizes the enemy with its brutal energy!-- digimon savers: ""final decisive battle! kouki, ultimate evolution""digimon savers  miscdigimon analyzer"
Bio_Lotusmon,https://wikimon.net/Bio_Lotusmon,https://wikimon.net/File:BioLotusmon_Newcentury.png,BioLotusmon_Newcentury.png,"bio lotusmona bio-hybrid that is the fusion of human and digimon. its special move is seven's fantasia. its seven-colored aura will make you lose your fighting spirit!-- digimon savers: ""showdown between geniuses! thoma vs nanami""digimon savers  miscdigimon analyzer"
Bio_Spinomon,https://wikimon.net/Bio_Spinomon,https://wikimon.net/File:Biospinomon_recolor.jpg,Biospinomon_recolor.jpg,"bio spinomona bio-hybrid that is the fusion of human and digimon. its special move is blue prominence. a blast of blue fire that will burn everything!-- digimon savers: ""the fierce attack of kurata's army corps, protect the holy capital""digimon savers  miscdigimon analyzer"
Bio_Stegomon,https://wikimon.net/Bio_Stegomon,https://wikimon.net/File:Biostegomon.png,Biostegomon.png,"a bio digimon modified by kurata. when merging with a human, both its strength and speed increase compared to what it was before being remodeled.toei animation | digimon savers  misctoei digimon analyzer digimon data file"
Bio_Thunderbirmon,https://wikimon.net/Bio_Thunderbirmon,https://wikimon.net/File:Biothunderbirmon.jpg,Biothunderbirmon.jpg,"a bio digimon modified by kurata. when merging with a human, both its strength and speed increase compared to what it was before being remodeled.toei animation | digimon savers  misctoei digimon analyzer digimon data file"
Birdramon,https://wikimon.net/Birdramon,https://wikimon.net/File:Birdramon.jpg,Birdramon.jpg,"a giant bird digimon which has an appearance shrouded in blazing flames. just like meramon, it is a digimon that was generated from the internet's defensive ""firewall"". it flaps its gigantic wings, and flies about the sky. although its personality is in no way combative, it unleashes counterattacks against attacking enemies to a furious degree. its special move is flapping its wings and hurling its feathers like meteors (meteor wing).  virtual pets  video games"
Bitmon,https://wikimon.net/Bitmon,https://wikimon.net/File:Bitmon.jpg,Bitmon.jpg,"an armor level mammal digimon that evolved with the power of the ""digimental of friendship"". it possesses not only long ears, but also claws on its forelegs that are sharp enough to crush even diamonds, and which it uses to dig through the strata no matter how solid. it is rumored that from time to time, it will run into ancient fossils as it travels underground, which it keeps as part of its collection. its body and head are covered by armor created from the gathering of minerals, which allows it to absorb the impact from attacks when it curls its body into a ball. it has a very gentle personality, and would usually let an enemy pass while keeping calm; it is a defensive digimon through and through. its special move is entering an offensive stance, causing its usually drooping ears to straighten and sharpen, and using its ears to pierce the enemy (ear lancer). however, it rarely ever goes on the offensive.  digimon life virtual pets"
Black_Galgomon,https://wikimon.net/Black_Galgomon,https://wikimon.net/File:Blackgalgomon.jpg,Blackgalgomon.jpg,"a species of galgomon, its specialty is ambushing the enemy in the dark. it excels more than a normal galgomon in terms of tactics and combat strength due to the effects of the ""black digitron"" mixed into its body, and primarily specializes in taijutsu. its special moves are ""gatling arm"", in which it randomly fires the vulcans on both of its arms, and the intense exploding uppercut ""dumdum upper""."
Black_Gaogamon,https://wikimon.net/Black_Gaogamon,https://wikimon.net/File:Black_gaogamon.jpg,Black_gaogamon.jpg,"a beast digimon that resulted as gaomon's physique got larger, its claws that were once protected by gloves have grown steadily. ""black digitron"" was mixed in during its growth process, resulting in it taking on this black form. it is more resilient and takes less damage as compared to normal gaogamon, at the expense of its speed. its special moves are approaching the opponent at a speed faster than the eye can see and unleashing its ""dash double claw"", and biting the opponent with its sturdy teeth, not letting go until they collapse (gaoga hound). also, it can release a powerful vortex of wind from its mouth in one breath (spiral blow).  video games"
Black_Growmon,https://wikimon.net/Black_Growmon,https://wikimon.net/File:Blackgrowmon.jpg,Blackgrowmon.jpg,"a demon dragon digimon that is called the ""jet-black demon dragon"". although it is fundamentally the same species as growmon, it has more of a virus-species' nature, and is said to be the natural form of growmon. unlike a growmon raised by a tamer, it can roughly be described as having gone feral. black growmon's roar is identical to growmon's, having the power to shake the solid earth, and before battle it raises its voice to an offensive roar to intimidate the opponent. its signature move is developing plasma along the blades on both of its elbows, then striking the opponent (plasma blade). its special move is spewing out a powerful blaze with a roar (exhaust flame).  video games"
Black_Guilmon,https://wikimon.net/Black_Guilmon,https://wikimon.net/File:Blackguilmon_recolor.jpg,Blackguilmon_recolor.jpg,a digimon with a ferocious personality characteristic of carnivorous beasts. it is at the same level as guilmon in terms of parameters. the wild nature of a virus attribute digimon shows more strongly in it compared to guilmon.bandai games digimon battle chronicle
Black_Rapidmon,https://wikimon.net/Black_Rapidmon,https://wikimon.net/File:Blackrapidmon.jpg,Blackrapidmon.jpg,"a black form of rapidmon made for night combat after ""black digitron"" was mixed into its body. despite falling, its speed allows it to move without making a sound. its ability to capture enemies with its ear-shaped radar remains unchanged, and it specializes in fighting in the dark, and it can be said to be almost impossible to win against black rapidmon in night combat. its special moves are rapid-firing homing missiles from its revolver and both of its arms (rapid fire), and firing a beam from its whole body that disassembles the enemy's data (golden triangle)."
